,Cond1,Cond2,Cond3,Cond4,Image.OnsetTime,Image.RESP,Image.RT,ImageCentre,ImageFond,ListImage.Cycle
35,No-Think,Emotion,Non vivant,NonOrg,258256,2,1763,aceofdiamond.png,Objects_109_h.jpg,1
36,Baseline,Neutral,Vivant,Org,263041,1,1708,skunk.png,Black.jpg,1
37,No-Think,Neutral,Non vivant,NonOrg,267626,2,701,alarmclock01.png,Landscapes_049_h.jpg,1
38,No-Think,Emotion,Vivant,Org,271194,1,869,tiger02.png,People_202_h.jpg,1
39,Baseline,Neutral,Non vivant,NonOrg,274962,2,1405,bandage.png,Black.jpg,1
40,Think,Neutral,Non vivant,Org,279364,2,2312,lion.png,Landscapes_038_h.jpg,1
41,Think,Emotion,Vivant,NonOrg,284766,1,2190,bassguitar.png,People_208_h.jpg,1
42,No-Think,Neutral,Vivant,Org,289735,1,1991,moose.png,Faces_224_h.jpg,1
43,Think,Emotion,Vivant,Org,294753,1,2073,tern.png,People_198_h.jpg,1
44,Baseline,Neutral,Non vivant,Org,299638,1,1151,killerwhale.png,Black.jpg,1
45,No-Think,Emotion,Vivant,NonOrg,303657,1,2399,toytractor01b.png,People_129_h.jpg,1
46,Think,Neutral,Non vivant,Org,308742,2,2621,lion.png,Landscapes_038_h.jpg,2
47,No-Think,Neutral,Non vivant,Org,314094,1,2494,blackbear.png,Objects_085_h.jpg,2
48,No-Think,Neutral,Non vivant,NonOrg,319496,2,1162,alarmclock01.png,Landscapes_049_h.jpg,2
49,Think,Neutral,Vivant,NonOrg,323614,1,2063,baseball01a.png,Faces_024_h.jpg,2
50,Think,Neutral,Vivant,Org,328616,1,781,beaver.png,People_155_h.jpg,2
51,No-Think,Emotion,Vivant,Org,332051,1,1517,sturgeon.png,Faces_366_h.jpg,2
52,Baseline,Neutral,Non vivant,Org,336386,1,1015,raccoon.png,Black.jpg,2
53,No-Think,Neutral,Vivant,NonOrg,340054,1,1320,alarmclock02b.png,People_048_h.jpg,2
54,Baseline,Emotion,Vivant,Org,344089,1,1605,stuffedpuffin.png,Black.jpg,2
55,No-Think,Emotion,Vivant,NonOrg,348441,1,1894,toytractor01b.png,People_129_h.jpg,2
56,Baseline,Emotion,Vivant,NonOrg,353276,2,1369,beachpaddle01a.png,Black.jpg,2
57,No-Think,Neutral,Non vivant,NonOrg,357594,2,1189,armchair01.png,Objects_043_h.jpg,2
58,Baseline,Neutral,Vivant,Org,368082,1,1300,siamesecat.png,Black.jpg,2
59,Baseline,Emotion,Vivant,Org,372367,1,1237,rockbass.png,Black.jpg,2
60,Baseline,Emotion,Non vivant,Org,376602,1,1028,sheep.png,Black.jpg,2
61,Baseline,Neutral,Vivant,NonOrg,380503,2,1452,bicycle.png,Black.jpg,2
62,No-Think,Emotion,Non vivant,Org,384888,2,2483,squirrel.png,Objects_157_h.jpg,2
63,Think,Emotion,Vivant,Org,390107,1,1566,saintbernard.png,People_222_h.jpg,2
64,No-Think,Neutral,Vivant,Org,394575,1,854,kangaroo.png,People_138_h.jpg,2
65,Baseline,Neutral,Non vivant,NonOrg,398143,2,1379,banjo.png,Black.jpg,2
66,Baseline,Neutral,Vivant,Org,402162,1,758,skunk.png,Black.jpg,2
67,No-Think,Emotion,Vivant,NonOrg,405896,1,2883,binoculars01b.png,Animals_045_h.jpg,2
68,No-Think,Neutral,Non vivant,Org,411482,2,1244,dromedary.png,Landscapes_073_h.jpg,2
69,Baseline,Neutral,Non vivant,Org,415767,1,718,killerwhale.png,Black.jpg,2
70,No-Think,Neutral,Vivant,NonOrg,419252,1,2035,bib.png,Faces_044_h.jpg,2
71,Think,Emotion,Vivant,Org,424070,2,1369,tern.png,People_198_h.jpg,2
72,Baseline,Emotion,Non vivant,NonOrg,428339,2,1258,scale01b.png,Black.jpg,2
73,Think,Emotion,Vivant,NonOrg,432290,1,1562,airhockeypaddle01a.png,Animals_032_h.jpg,2
74,Think,Neutral,Non vivant,NonOrg,436808,2,1193,usbcable01b.png,Landscapes_048_h.jpg,2
75,Think,Neutral,Vivant,Org,446729,1,1270,caribou01.png,Faces_308_h.jpg,2
76,Think,Neutral,Non vivant,Org,450831,2,1259,hen.png,Objects_082_h.jpg,2
77,Think,Emotion,Non vivant,NonOrg,454849,2,2121,scotchtape.png,Landscapes_007_h.jpg,2
78,Think,Neutral,Non vivant,NonOrg,459984,2,2894,bikehelmet.png,Landscapes_034_h.jpg,2
79,Baseline,Emotion,Vivant,NonOrg,465653,2,1688,antenna.png,Black.jpg,2
80,Baseline,Neutral,Vivant,NonOrg,470121,2,2349,backfloat.png,Black.jpg,2
81,Think,Emotion,Vivant,NonOrg,475257,1,2967,bassguitar.png,People_208_h.jpg,2
